State,Crime_Head,Year,Persons_Arrested
RAJASTHAN,RAPE,2008,1211
SIKKIM,RAPE,2008,24
TAMIL NADU,RAPE,2008,740
TRIPURA,RAPE,2008,210
UTTAR PRADESH,RAPE,2008,2825
UTTARAKHAND,RAPE,2008,108
WEST BENGAL,RAPE,2008,1790
A & N ISLANDS,RAPE,2008,13
CHANDIGARH,RAPE,2008,27
D & N HAVELI,RAPE,2008,8
DAMAN & DIU,RAPE,2008,0
DELHI,RAPE,2008,573
LAKSHADWEEP,RAPE,2008,1
PUDUCHERRY,RAPE,2008,8
ANDHRA PRADESH,KIDNAPPING AND ABDUCTION,2008,1606
ARUNACHAL PRADESH,KIDNAPPING AND ABDUCTION,2008,57
ASSAM,KIDNAPPING AND ABDUCTION,2008,1965
BIHAR,KIDNAPPING AND ABDUCTION,2008,2382
CHHATTISGARH,KIDNAPPING AND ABDUCTION,2008,229
GOA,KIDNAPPING AND ABDUCTION,2008,28
GUJARAT,KIDNAPPING AND ABDUCTION,2008,1320
HARYANA,KIDNAPPING AND ABDUCTION,2008,594
HIMACHAL PRADESH,KIDNAPPING AND ABDUCTION,2008,144
JAMMU & KASHMIR,KIDNAPPING AND ABDUCTION,2008,523
JHARKHAND,KIDNAPPING AND ABDUCTION,2008,604
KARNATAKA,KIDNAPPING AND ABDUCTION,2008,487
KERALA,KIDNAPPING AND ABDUCTION,2008,179
MADHYA PRADESH,KIDNAPPING AND ABDUCTION,2008,1013
MAHARASHTRA,KIDNAPPING AND ABDUCTION,2008,1487
MANIPUR,KIDNAPPING AND ABDUCTION,2008,68
MEGHALAYA,KIDNAPPING AND ABDUCTION,2008,14
MIZORAM,KIDNAPPING AND ABDUCTION,2008,1
NAGALAND,KIDNAPPING AND ABDUCTION,2008,5
ODISHA,KIDNAPPING AND ABDUCTION,2008,633
PUNJAB,KIDNAPPING AND ABDUCTION,2008,573
RAJASTHAN,KIDNAPPING AND ABDUCTION,2008,942
SIKKIM,KIDNAPPING AND ABDUCTION,2008,8
TAMIL NADU,KIDNAPPING AND ABDUCTION,2008,1405
TRIPURA,KIDNAPPING AND ABDUCTION,2008,112
UTTAR PRADESH,KIDNAPPING AND ABDUCTION,2008,8280
UTTARAKHAND,KIDNAPPING AND ABDUCTION,2008,203
WEST BENGAL,KIDNAPPING AND ABDUCTION,2008,1857
A & N ISLANDS,KIDNAPPING AND ABDUCTION,2008,10
CHANDIGARH,KIDNAPPING AND ABDUCTION,2008,42
D & N HAVELI,KIDNAPPING AND ABDUCTION,2008,16
DAMAN & DIU,KIDNAPPING AND ABDUCTION,2008,0
DELHI,KIDNAPPING AND ABDUCTION,2008,412
LAKSHADWEEP,KIDNAPPING AND ABDUCTION,2008,1
PUDUCHERRY,KIDNAPPING AND ABDUCTION,2008,8
ANDHRA PRADESH,DOWRY DEATHS,2008,1585
ARUNACHAL PRADESH,DOWRY DEATHS,2008,0
ASSAM,DOWRY DEATHS,2008,159
BIHAR,DOWRY DEATHS,2008,2605
CHHATTISGARH,DOWRY DEATHS,2008,254
GOA,DOWRY DEATHS,2008,2
GUJARAT,DOWRY DEATHS,2008,79
HARYANA,DOWRY DEATHS,2008,622
HIMACHAL PRADESH,DOWRY DEATHS,2008,8
JAMMU & KASHMIR,DOWRY DEATHS,2008,25
JHARKHAND,DOWRY DEATHS,2008,570
KARNATAKA,DOWRY DEATHS,2008,698
KERALA,DOWRY DEATHS,2008,35
MADHYA PRADESH,DOWRY DEATHS,2008,2302
MAHARASHTRA,DOWRY DEATHS,2008,1464
MANIPUR,DOWRY DEATHS,2008,1
MEGHALAYA,DOWRY DEATHS,2008,2
MIZORAM,DOWRY DEATHS,2008,0
NAGALAND,DOWRY DEATHS,2008,0
ODISHA,DOWRY DEATHS,2008,733
PUNJAB,DOWRY DEATHS,2008,286
RAJASTHAN,DOWRY DEATHS,2008,643
SIKKIM,DOWRY DEATHS,2008,0
TAMIL NADU,DOWRY DEATHS,2008,488
TRIPURA,DOWRY DEATHS,2008,31
UTTAR PRADESH,DOWRY DEATHS,2008,8541
UTTARAKHAND,DOWRY DEATHS,2008,168
WEST BENGAL,DOWRY DEATHS,2008,1082
A & N ISLANDS,DOWRY DEATHS,2008,3
CHANDIGARH,DOWRY DEATHS,2008,7
D & N HAVELI,DOWRY DEATHS,2008,0
DAMAN & DIU,DOWRY DEATHS,2008,0
DELHI,DOWRY DEATHS,2008,230
LAKSHADWEEP,DOWRY DEATHS,2008,0
PUDUCHERRY,DOWRY DEATHS,2008,1
ANDHRA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,4922
ARUNACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,73
ASSAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1307
BIHAR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1165
CHHATTISGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1934
GOA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,28
GUJARAT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1291
HARYANA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,533
HIMACHAL PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,358
JAMMU & KASHMIR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1748
JHARKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,302
KARNATAKA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,2927
KERALA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,3452
MADHYA PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,7686
MAHARASHTRA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,4334
MANIPUR,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,47
MEGHALAYA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,18
MIZORAM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,76
NAGALAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,22
ODISHA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,3765
PUNJAB,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,512
RAJASTHAN,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,2893
SIKKIM,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,18
TAMIL NADU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,2220
TRIPURA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,349
UTTAR PRADESH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,4109
UTTARAKHAND,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,160
WEST BENGAL,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1584
A & N ISLANDS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,32
CHANDIGARH,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,22
D & N HAVELI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,7
DAMAN & DIU,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,1
DELHI,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,855
LAKSHADWEEP,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,0
PUDUCHERRY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2008,85
ANDHRA PRADESH,INSULT TO THE MODESTY OF WOMEN,2008,3240
ARUNACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2008,1
ASSAM,INSULT TO THE MODESTY OF WOMEN,2008,2
BIHAR,INSULT TO THE MODESTY OF WOMEN,2008,30
CHHATTISGARH,INSULT TO THE MODESTY OF WOMEN,2008,165
GOA,INSULT TO THE MODESTY OF WOMEN,2008,12
GUJARAT,INSULT TO THE MODESTY OF WOMEN,2008,161
HARYANA,INSULT TO THE MODESTY OF WOMEN,2008,731
HIMACHAL PRADESH,INSULT TO THE MODESTY OF WOMEN,2008,55
JAMMU & KASHMIR,INSULT TO THE MODESTY OF WOMEN,2008,401
JHARKHAND,INSULT TO THE MODESTY OF WOMEN,2008,63
KARNATAKA,INSULT TO THE MODESTY OF WOMEN,2008,38
KERALA,INSULT TO THE MODESTY OF WOMEN,2008,302
MADHYA PRADESH,INSULT TO THE MODESTY OF WOMEN,2008,958
MAHARASHTRA,INSULT TO THE MODESTY OF WOMEN,2008,1352
MANIPUR,INSULT TO THE MODESTY OF WOMEN,2008,0
MEGHALAYA,INSULT TO THE MODESTY OF WOMEN,2008,2
MIZORAM,INSULT TO THE MODESTY OF WOMEN,2008,0
NAGALAND,INSULT TO THE MODESTY OF WOMEN,2008,0
ODISHA,INSULT TO THE MODESTY OF WOMEN,2008,352
PUNJAB,INSULT TO THE MODESTY OF WOMEN,2008,61
RAJASTHAN,INSULT TO THE MODESTY OF WOMEN,2008,15
SIKKIM,INSULT TO THE MODESTY OF WOMEN,2008,0
TAMIL NADU,INSULT TO THE MODESTY OF WOMEN,2008,1245
TRIPURA,INSULT TO THE MODESTY OF WOMEN,2008,8
UTTAR PRADESH,INSULT TO THE MODESTY OF WOMEN,2008,4958
UTTARAKHAND,INSULT TO THE MODESTY OF WOMEN,2008,459
WEST BENGAL,INSULT TO THE MODESTY OF WOMEN,2008,156
A & N ISLANDS,INSULT TO THE MODESTY OF WOMEN,2008,4
CHANDIGARH,INSULT TO THE MODESTY OF WOMEN,2008,3
D & N HAVELI,INSULT TO THE MODESTY OF WOMEN,2008,0
DAMAN & DIU,INSULT TO THE MODESTY OF WOMEN,2008,0
DELHI,INSULT TO THE MODESTY OF WOMEN,2008,141
LAKSHADWEEP,INSULT TO THE MODESTY OF WOMEN,2008,0
PUDUCHERRY,INSULT TO THE MODESTY OF WOMEN,2008,28
ANDHRA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,19398
ARUNACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,12
ASSAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,3577
BIHAR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,3732
CHHATTISGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,2297
GOA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,23
GUJARAT,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,18602
HARYANA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,3712
HIMACHAL PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,731
JAMMU & KASHMIR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,290
JHARKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,1651
KARNATAKA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,4827
KERALA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,6303
MADHYA PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,10196
MAHARASHTRA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,25979
MANIPUR,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,12
MEGHALAYA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,29
MIZORAM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,5
NAGALAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,4
ODISHA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,2121
PUNJAB,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,1963
RAJASTHAN,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,8027
SIKKIM,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,5
TAMIL NADU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,3351
TRIPURA,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,1064
UTTAR PRADESH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,27984
UTTARAKHAND,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,570
WEST BENGAL,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,17521
A & N ISLANDS,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,23
CHANDIGARH,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,80
D & N HAVELI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,11
DAMAN & DIU,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,20
DELHI,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,725
LAKSHADWEEP,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,0
PUDUCHERRY,CRUELTY BY HUSBAND OR HIS RELATIVES (IPC SECTION 498A),2008,16
ANDHRA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
ARUNACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
ASSAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
BIHAR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,56
CHHATTISGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
GOA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
GUJARAT,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
HARYANA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
HIMACHAL PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
JAMMU & KASHMIR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
JHARKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,63
KARNATAKA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
KERALA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
MADHYA PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
MAHARASHTRA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
MANIPUR,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
MEGHALAYA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
MIZORAM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
NAGALAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
ODISHA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
PUNJAB,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
RAJASTHAN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
SIKKIM,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
TAMIL NADU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
TRIPURA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
UTTAR PRADESH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
UTTARAKHAND,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
WEST BENGAL,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,6
A & N ISLANDS,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
CHANDIGARH,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
D & N HAVELI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
DAMAN & DIU,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
DELHI,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
LAKSHADWEEP,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
PUDUCHERRY,IMPORTATION OF GIRLS FROM FOREIGN COUNTRY,2008,0
ANDHRA PRADESH,IMMORAL TRAFFIC (P) ACT,2008,1179
ARUNACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2008,0
ASSAM,IMMORAL TRAFFIC (P) ACT,2008,62
BIHAR,IMMORAL TRAFFIC (P) ACT,2008,80
CHHATTISGARH,IMMORAL TRAFFIC (P) ACT,2008,9
GOA,IMMORAL TRAFFIC (P) ACT,2008,42
GUJARAT,IMMORAL TRAFFIC (P) ACT,2008,212
HARYANA,IMMORAL TRAFFIC (P) ACT,2008,361
HIMACHAL PRADESH,IMMORAL TRAFFIC (P) ACT,2008,12
JAMMU & KASHMIR,IMMORAL TRAFFIC (P) ACT,2008,10
JHARKHAND,IMMORAL TRAFFIC (P) ACT,2008,16
KARNATAKA,IMMORAL TRAFFIC (P) ACT,2008,1666
KERALA,IMMORAL TRAFFIC (P) ACT,2008,422
MADHYA PRADESH,IMMORAL TRAFFIC (P) ACT,2008,39
MAHARASHTRA,IMMORAL TRAFFIC (P) ACT,2008,1405
MANIPUR,IMMORAL TRAFFIC (P) ACT,2008,0
MEGHALAYA,IMMORAL TRAFFIC (P) ACT,2008,14
MIZORAM,IMMORAL TRAFFIC (P) ACT,2008,1
NAGALAND,IMMORAL TRAFFIC (P) ACT,2008,10
ODISHA,IMMORAL TRAFFIC (P) ACT,2008,107
PUNJAB,IMMORAL TRAFFIC (P) ACT,2008,168
RAJASTHAN,IMMORAL TRAFFIC (P) ACT,2008,253
SIKKIM,IMMORAL TRAFFIC (P) ACT,2008,0
TAMIL NADU,IMMORAL TRAFFIC (P) ACT,2008,1279
TRIPURA,IMMORAL TRAFFIC (P) ACT,2008,0
UTTAR PRADESH,IMMORAL TRAFFIC (P) ACT,2008,383
UTTARAKHAND,IMMORAL TRAFFIC (P) ACT,2008,20
WEST BENGAL,IMMORAL TRAFFIC (P) ACT,2008,232
A & N ISLANDS,IMMORAL TRAFFIC (P) ACT,2008,0
CHANDIGARH,IMMORAL TRAFFIC (P) ACT,2008,35
D & N HAVELI,IMMORAL TRAFFIC (P) ACT,2008,22
DAMAN & DIU,IMMORAL TRAFFIC (P) ACT,2008,30
DELHI,IMMORAL TRAFFIC (P) ACT,2008,162
LAKSHADWEEP,IMMORAL TRAFFIC (P) ACT,2008,0
PUDUCHERRY,IMMORAL TRAFFIC (P) ACT,2008,19
ANDHRA PRADESH,DOWRY PROHIBITION ACT,2008,1433
ARUNACHAL PRADESH,DOWRY PROHIBITION ACT,2008,0
ASSAM,DOWRY PROHIBITION ACT,2008,14
BIHAR,DOWRY PROHIBITION ACT,2008,2709
CHHATTISGARH,DOWRY PROHIBITION ACT,2008,23
GOA,DOWRY PROHIBITION ACT,2008,0
GUJARAT,DOWRY PROHIBITION ACT,2008,0
HARYANA,DOWRY PROHIBITION ACT,2008,19
HIMACHAL PRADESH,DOWRY PROHIBITION ACT,2008,4
JAMMU & KASHMIR,DOWRY PROHIBITION ACT,2008,2
JHARKHAND,DOWRY PROHIBITION ACT,2008,861
KARNATAKA,DOWRY PROHIBITION ACT,2008,1495
KERALA,DOWRY PROHIBITION ACT,2008,2
MADHYA PRADESH,DOWRY PROHIBITION ACT,2008,94
MAHARASHTRA,DOWRY PROHIBITION ACT,2008,161
MANIPUR,DOWRY PROHIBITION ACT,2008,0
MEGHALAYA,DOWRY PROHIBITION ACT,2008,0
MIZORAM,DOWRY PROHIBITION ACT,2008,0
NAGALAND,DOWRY PROHIBITION ACT,2008,0
ODISHA,DOWRY PROHIBITION ACT,2008,2154
PUNJAB,DOWRY PROHIBITION ACT,2008,7
RAJASTHAN,DOWRY PROHIBITION ACT,2008,8
SIKKIM,DOWRY PROHIBITION ACT,2008,0
TAMIL NADU,DOWRY PROHIBITION ACT,2008,613
TRIPURA,DOWRY PROHIBITION ACT,2008,0
UTTAR PRADESH,DOWRY PROHIBITION ACT,2008,794
UTTARAKHAND,DOWRY PROHIBITION ACT,2008,2
WEST BENGAL,DOWRY PROHIBITION ACT,2008,97
A & N ISLANDS,DOWRY PROHIBITION ACT,2008,0
CHANDIGARH,DOWRY PROHIBITION ACT,2008,0
D & N HAVELI,DOWRY PROHIBITION ACT,2008,0
DAMAN & DIU,DOWRY PROHIBITION ACT,2008,0
DELHI,DOWRY PROHIBITION ACT,2008,17
LAKSHADWEEP,DOWRY PROHIBITION ACT,2008,0
PUDUCHERRY,DOWRY PROHIBITION ACT,2008,26
ANDHRA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,937
ARUNACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
ASSAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
BIHAR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
CHHATTISGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
GOA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
GUJARAT,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
HARYANA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
HIMACHAL PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
JAMMU & KASHMIR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
JHARKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
KARNATAKA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
KERALA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,35
MADHYA PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
MAHARASHTRA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,2
MANIPUR,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
MEGHALAYA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
MIZORAM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
NAGALAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
ODISHA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
PUNJAB,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
RAJASTHAN,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,105
SIKKIM,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
TAMIL NADU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,4
TRIPURA,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
UTTAR PRADESH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
UTTARAKHAND,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
WEST BENGAL,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,3
A & N ISLANDS,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
CHANDIGARH,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
D & N HAVELI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
DAMAN & DIU,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
DELHI,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
LAKSHADWEEP,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
PUDUCHERRY,INDECENT REPRESENTATION OF WOMEN (P) ACT,2008,0
ANDHRA PRADESH,COMMISSION OF SATI (P) ACT,2008,0
ARUNACHAL PRADESH,COMMISSION OF SATI (P) ACT,2008,0
ASSAM,COMMISSION OF SATI (P) ACT,2008,0
BIHAR,COMMISSION OF SATI (P) ACT,2008,0
CHHATTISGARH,COMMISSION OF SATI (P) ACT,2008,7
GOA,COMMISSION OF SATI (P) ACT,2008,0
GUJARAT,COMMISSION OF SATI (P) ACT,2008,0
HARYANA,COMMISSION OF SATI (P) ACT,2008,0
HIMACHAL PRADESH,COMMISSION OF SATI (P) ACT,2008,0
JAMMU & KASHMIR,COMMISSION OF SATI (P) ACT,2008,0
JHARKHAND,COMMISSION OF SATI (P) ACT,2008,0
KARNATAKA,COMMISSION OF SATI (P) ACT,2008,0
KERALA,COMMISSION OF SATI (P) ACT,2008,0
MADHYA PRADESH,COMMISSION OF SATI (P) ACT,2008,0
MAHARASHTRA,COMMISSION OF SATI (P) ACT,2008,0
MANIPUR,COMMISSION OF SATI (P) ACT,2008,0
MEGHALAYA,COMMISSION OF SATI (P) ACT,2008,0
MIZORAM,COMMISSION OF SATI (P) ACT,2008,0
NAGALAND,COMMISSION OF SATI (P) ACT,2008,0
ODISHA,COMMISSION OF SATI (P) ACT,2008,0
PUNJAB,COMMISSION OF SATI (P) ACT,2008,0
RAJASTHAN,COMMISSION OF SATI (P) ACT,2008,0
SIKKIM,COMMISSION OF SATI (P) ACT,2008,0
TAMIL NADU,COMMISSION OF SATI (P) ACT,2008,0
TRIPURA,COMMISSION OF SATI (P) ACT,2008,0
UTTAR PRADESH,COMMISSION OF SATI (P) ACT,2008,0
UTTARAKHAND,COMMISSION OF SATI (P) ACT,2008,0
WEST BENGAL,COMMISSION OF SATI (P) ACT,2008,0
A & N ISLANDS,COMMISSION OF SATI (P) ACT,2008,0
CHANDIGARH,COMMISSION OF SATI (P) ACT,2008,0
D & N HAVELI,COMMISSION OF SATI (P) ACT,2008,0
DAMAN & DIU,COMMISSION OF SATI (P) ACT,2008,0
DELHI,COMMISSION OF SATI (P) ACT,2008,0
LAKSHADWEEP,COMMISSION OF SATI (P) ACT,2008,0
PUDUCHERRY,COMMISSION OF SATI (P) ACT,2008,0
ANDHRA PRADESH,RAPE,2009,1487
ARUNACHAL PRADESH,RAPE,2009,60
ASSAM,RAPE,2009,1644
BIHAR,RAPE,2009,1086
CHHATTISGARH,RAPE,2009,1128
GOA,RAPE,2009,56
GUJARAT,RAPE,2009,610
HARYANA,RAPE,2009,848
HIMACHAL PRADESH,RAPE,2009,250
JAMMU & KASHMIR,RAPE,2009,303
JHARKHAND,RAPE,2009,765
KARNATAKA,RAPE,2009,595
KERALA,RAPE,2009,694
MADHYA PRADESH,RAPE,2009,4243
MAHARASHTRA,RAPE,2009,2075
MANIPUR,RAPE,2009,22
MEGHALAYA,RAPE,2009,110
MIZORAM,RAPE,2009,81
NAGALAND,RAPE,2009,27
ODISHA,RAPE,2009,1119
PUNJAB,RAPE,2009,681
RAJASTHAN,RAPE,2009,1388
SIKKIM,RAPE,2009,19
TAMIL NADU,RAPE,2009,776
TRIPURA,RAPE,2009,336
UTTAR PRADESH,RAPE,2009,2918
UTTARAKHAND,RAPE,2009,138
WEST BENGAL,RAPE,2009,1748
A & N ISLANDS,RAPE,2009,36
CHANDIGARH,RAPE,2009,38
D & N HAVELI,RAPE,2009,5
DAMAN & DIU,RAPE,2009,1
DELHI,RAPE,2009,557
LAKSHADWEEP,RAPE,2009,0
